line	token	word	deprel	head_line	head_token
134	2	la	det	134	3
134	3	gente	nsubj	134	1
134	4	a	case	134	5
134	5	cui	obl	134	9
134	6	il	det	134	7
134	7	mar	nsubj	134	9
134	8	s'	expl	134	9
134	9	aperse	acl:relcl	134	3
135	1	che	mark	135	2
135	2	vedesse	advcl	134	1
135	3	Iordan	nsubj	135	2
135	4	le	det	135	5
135	5	rede	obj	135	2
135	6	sue	det:poss	135	5
136	1	E	cc	138	7
136	2	quella	nsubj	138	7
136	3	che	nsubj	136	7
136	4	l'	det	136	5
136	5	affanno	obj	136	7
136	6	non	advmod	136	7
136	7	sofferse	acl:relcl	136	2
137	1	fino	advmod	137	4
137	2	a	case	137	4
137	3	la	det	137	4
137	4	fine	obl	136	7
137	5	col	case	137	6
137	6	figlio	obl	136	7
137	7	d'	case	137	8
137	8	Anchise	nmod	137	6
138	1	sé	obj	138	7
138	2	stessa	amod	138	1
138	3	a	case	138	4
138	4	vita	obl	138	7
138	5	sanza	case	138	6
138	6	gloria	nmod	138	4
138	7	offerse	root	0	0
139	1	Poi	advmod	141	7
139	2	quando	mark	139	7
139	3	fuor	obl	139	7
139	4	da	case	139	5
139	5	noi	nmod	139	3
139	6	tanto	advmod	139	7
139	7	divise	advcl	141	7
140	1	quell'	det	140	2
140	2	ombre	obj	139	7
140	3	che	obj	140	4
140	4	veder	xcomp	140	7
140	5	più	advmod	140	7
140	6	non	advmod	140	7
140	7	potiersi	acl:relcl	140	2
141	1	novo	amod	141	2
141	2	pensiero	nsubj	141	7
141	3	dentro	obl	141	7
141	4	a	case	141	5
141	5	me	nmod	141	3
141	6	si	expl	141	7
141	7	mise	root	0	0
142	1	del	case	142	2
142	2	qual	obl	142	5
142	3	più	advmod	142	5
142	4	altri	nsubj	142	5
142	5	nacquero	acl:relcl	141	2
142	6	e	cc	142	7
142	7	diversi	conj	142	4
143	1	e	cc	143	7
143	2	tanto	advmod	143	7
143	3	d'	case	143	4
143	4	uno	obl	143	7
143	5	in	case	143	6
143	6	altro	obl	143	7
143	7	vaneggiai	conj	141	7
144	1	che	mark	144	6
144	2	li	det	144	3
144	3	occhi	obj	144	6
144	4	per	case	144	5
144	5	vaghezza	obl	144	6
144	6	ricopersi	advcl	143	7
145	1	e	cc	145	6
145	2	'l	det	145	3
145	3	pensamento	obj	145	6
145	4	in	case	145	5
145	5	sogno	obl	145	6
145	6	trasmutai	conj	143	7
